Venue ID,Latitude,Longitude,Venue Category Name,Country Code
4b05875ff964a520808e22e3,-33.8607,151.211556,Bar,AU
4b05875ff964a520818e22e3,-33.854152,151.207987,Bar,AU
4b05875ff964a520828e22e3,-33.872117,151.207229,Bar,AU
4b05875ff964a520858e22e3,-33.86279,151.210032,Jazz Club,AU
4b058760f964a520948e22e3,-33.861293,151.20625,Cocktail Bar,AU
4b058760f964a520978e22e3,-33.868313,151.220412,Wine Bar,AU
4b058760f964a520988e22e3,-33.858323,151.213834,Cocktail Bar,AU
4b058760f964a5209a8e22e3,-33.858061,151.210145,Japanese Restaurant,AU
4b058760f964a5209c8e22e3,-33.897621,151.209656,Caf,AU
4b058760f964a5209d8e22e3,-33.869723,151.220496,Bar,AU
4b058760f964a5209e8e22e3,-33.882313,151.22834,Bar,AU
4b058760f964a5209f8e22e3,-33.879525,151.215442,Cocktail Bar,AU
4b058760f964a520a08e22e3,-33.862723,151.19522,Seafood Restaurant,AU
4b058760f964a520a28e22e3,-33.820319,151.004248,Pub,AU
4b058760f964a520a38e22e3,-33.872019,151.207197,Australian Restaurant,AU
4b058760f964a520a48e22e3,-33.884014,151.214231,Molecular Gastronomy Restaurant,AU
4b058760f964a520a68e22e3,-33.833411,151.205006,Pub,AU
4b058760f964a520a78e22e3,-33.863614,151.194253,Caf,AU
4b058760f964a520ae8e22e3,-33.858805,151.207812,Bar,AU
4b058760f964a520b88e22e3,-33.861563,151.207583,Cocktail Bar,AU
4b058760f964a520b98e22e3,-33.861538,151.208221,Australian Restaurant,AU
4b058760f964a520bb8e22e3,-33.861145,151.206616,Lounge,AU
4b058760f964a520be8e22e3,-33.89179,151.214382,Lounge,AU
4b058760f964a520bf8e22e3,-33.868922,151.21036,Pizza Place,AU
4b058760f964a520c38e22e3,-33.879617,151.187035,Beer Garden,AU
4b058760f964a520c48e22e3,-33.887486,151.171408,Bar,AU
4b058760f964a520c58e22e3,-33.872334,151.207913,Bar,AU
4b058760f964a520c68e22e3,-33.864349,151.179239,Pub,AU
4b058760f964a520c78e22e3,-33.873574,151.224238,Hotel Bar,AU
4b058760f964a520c88e22e3,-33.881375,151.192643,Pub,AU
4b058760f964a520c98e22e3,-33.879435,151.210571,Pub,AU
4b058760f964a520cb8e22e3,-33.869771,151.205307,Brewery,AU
4b058760f964a520d18e22e3,-33.892693,151.186326,Music Venue,AU
4b058760f964a520d38e22e3,-33.897172,151.179127,Lounge,AU
4b058760f964a520d58e22e3,-33.880112,151.21504,Bar,AU
4b058760f964a520d68e22e3,-33.867417,151.208158,Bar,AU
4b058760f964a520d78e22e3,-33.866533,151.207481,Bar,AU
4b058760f964a520d98e22e3,-33.866652,151.207367,Cocktail Bar,AU
4b058760f964a520db8e22e3,-33.866768,151.20753,Restaurant,AU
4b058760f964a520dc8e22e3,-33.875126,151.223709,Wine Bar,AU
4b058761f964a520008f22e3,-33.88131,151.217199,Nightclub,AU
4b058761f964a520028f22e3,-33.883233,151.216636,Bar,AU
4b058761f964a520078f22e3,-33.875121,151.223726,Nightclub,AU
4b058761f964a520088f22e3,-33.878059,151.207475,Bar,AU
4b058761f964a520098f22e3,-33.868625,151.20331,Nightclub,AU
4b058761f964a5200b8f22e3,-33.874214,151.215745,Nightclub,AU
4b058761f964a5200d8f22e3,-33.877933,151.213591,Music Venue,AU
4b058761f964a520118f22e3,-33.766715,150.884079,Zoo,AU
4b058761f964a520138f22e3,-33.873776,151.211272,Park,AU
4b058761f964a520188f22e3,-33.864144,151.215992,Garden,AU
4b058761f964a520198f22e3,-33.8694,151.202044,Aquarium,AU
4b058761f964a5201a8f22e3,-33.79222,151.148272,Park,AU
4b058761f964a520e18e22e3,-33.8661,151.2013,Bar,AU
4b058761f964a520e28e22e3,-33.858289,151.210045,Cocktail Bar,AU
4b058761f964a520e68e22e3,-33.866732,151.20375,Wine Bar,AU
4b058761f964a520e98e22e3,-33.859246,151.208682,Caf,AU
4b058761f964a520ea8e22e3,-33.905824,151.180715,Pub,AU
4b058761f964a520eb8e22e3,-33.886798,151.187764,Bar,AU
4b058761f964a520f18e22e3,-33.878549,151.2153,Cocktail Bar,AU
4b058761f964a520f38e22e3,-33.87562,151.215227,Beer Garden,AU
4b058761f964a520f58e22e3,-33.877939,151.214489,Breakfast Spot,AU
4b058761f964a520f68e22e3,-33.900006,151.184758,Bar,AU
4b058761f964a520fa8e22e3,-33.87512,151.223851,Bar,AU
4b058761f964a520fb8e22e3,-33.887579,151.159405,Bar,AU
4b058761f964a520fe8e22e3,-33.874791,151.217843,Coffee Shop,AU
4b058762f964a5201b8f22e3,-33.857337,151.215059,Opera House,AU
4b058762f964a5201c8f22e3,-33.852499,151.21051,Bridge,AU
4b058762f964a5201d8f22e3,-33.873266,151.200199,Harbor / Marina,AU
4b058762f964a5203a8f22e3,-33.848832,151.204026,Park,AU
4b058762f964a5203c8f22e3,-33.846051,151.211596,Neighborhood,AU
4b058762f964a520438f22e3,-33.860046,151.222215,Monument / Landmark,AU
4b058762f964a520468f22e3,-33.854798,151.2256,Historic Site,AU
4b058762f964a5204a8f22e3,-33.874237,151.223019,Neighborhood,AU
4b058762f964a5204d8f22e3,-33.873563,151.206183,Church,AU
4b058762f964a5204f8f22e3,-33.869706,151.211596,Spiritual Center,AU
4b058762f964a520518f22e3,-33.871378,151.213224,Church,AU
4b058762f964a520528f22e3,-33.863328,151.205967,Church,AU
4b058762f964a520628f22e3,-33.836862,151.226378,Other Great Outdoors,AU
4b058762f964a520648f22e3,-33.860793,151.212746,Hiking Trail,AU
4b058763f964a5206f8f22e3,-33.763165,151.133165,Other Great Outdoors,AU
4b058763f964a5207a8f22e3,-33.86069,151.209877,Boat or Ferry,AU
4b058763f964a5207c8f22e3,-33.867425,151.212279,Capitol Building,AU
4b058763f964a5207d8f22e3,-33.855627,151.205199,Theater,AU
4b058763f964a5207f8f22e3,-33.85892,151.204282,Neighborhood,AU
4b058763f964a520898f22e3,-33.8787,151.20404,Neighborhood,AU
4b058763f964a520948f22e3,-33.86222,151.210815,Monument / Landmark,AU
4b058763f964a520978f22e3,-33.874879,151.200468,Convention Center,AU
4b058763f964a5209b8f22e3,-33.82895,151.2099,Spiritual Center,AU
4b058763f964a5209e8f22e3,-33.858963,151.209348,Historic Site,AU
4b058763f964a5209f8f22e3,-33.848285,151.209941,Theme Park,AU
4b058763f964a520a18f22e3,-33.873195,151.2064,City Hall,AU
4b058764f964a520f08f22e3,-33.912776,150.942975,Monument / Landmark,AU
4b058765f964a5201a9022e3,-33.877038,151.242682,Neighborhood,AU
4b058765f964a5201b9022e3,-33.87576,151.201615,Park,AU
4b058765f964a5201c9022e3,-33.88518,151.225997,City Hall,AU
4b058765f964a5201e9022e3,-33.869079,151.201959,Zoo,AU
4b058765f964a520219022e3,-33.893591,151.191995,Monument / Landmark,AU
4b058765f964a520249022e3,-33.872126,151.206621,Sculpture Garden,AU
4b058765f964a5202b9022e3,-33.886079,151.21382,Library,AU
4b058765f964a520309022e3,-33.870059,151.212516,Art Museum,AU
4b058765f964a520319022e3,-33.863522,151.21159,History Museum,AU
4b058765f964a520329022e3,-33.868723,151.217183,Art Gallery,AU
4b058765f964a520339022e3,-33.878985,151.199555,Museum,AU
4b058765f964a520349022e3,-33.860165,151.207407,History Museum,AU
4b058765f964a520369022e3,-33.859763,151.209274,Art Museum,AU
4b058765f964a520389022e3,-33.869364,151.198633,Museum,AU
4b058765f964a5203b9022e3,-33.885411,151.227858,Art Gallery,AU
4b058765f964a5203c9022e3,-33.86671,151.212816,Library,AU
4b058766f964a520509022e3,-33.894772,151.182112,Arts & Crafts Store,AU
4b058766f964a520609022e3,-33.859546,151.204743,Planetarium,AU
4b058766f964a520689022e3,-33.88105,151.214721,Art Gallery,AU
4b058766f964a520699022e3,-33.878687,151.216302,Art Gallery,AU
4b058766f964a5206b9022e3,-33.86887,151.21212,Museum,AU
4b058766f964a5206e9022e3,-33.884945,151.232871,Italian Restaurant,AU
4b058766f964a5206f9022e3,-33.877625,151.204977,Chinese Restaurant,AU
4b058766f964a520709022e3,-33.8809,151.203697,Chinese Restaurant,AU
4b058766f964a520729022e3,-33.880111,151.206525,Chinese Restaurant,AU
4b058766f964a520749022e3,-33.877996,151.242682,Thai Restaurant,AU
4b058766f964a520769022e3,-33.888288,151.237251,French Restaurant,AU
4b058766f964a520799022e3,-33.884232,151.21425,Caf,AU
4b058766f964a5207e9022e3,-33.88986,151.235318,Bar,AU
4b058766f964a520819022e3,-33.871271,151.202538,Malaysian Restaurant,AU
4b058766f964a520849022e3,-33.868598,151.2062,Pub,AU
4b058766f964a520859022e3,-33.859817,151.208636,Australian Restaurant,AU
4b058766f964a5208b9022e3,-33.826968,151.200024,Indian Restaurant,AU
4b058766f964a520909022e3,-33.878839,151.221281,French Restaurant,AU
4b058766f964a520929022e3,-33.857694,151.214705,Australian Restaurant,AU
4b058766f964a520939022e3,-33.879752,151.204875,Chinese Restaurant,AU
4b058766f964a520949022e3,-33.885155,151.227405,Pizza Place,AU
4b058766f964a520959022e3,-33.891256,151.212882,Italian Restaurant,AU
4b058766f964a520979022e3,-33.877553,151.22154,German Restaurant,AU
4b058767f964a520989022e3,-33.875045,151.204954,Japanese Restaurant,AU
4b058767f964a5209a9022e3,-33.893648,151.213901,Eastern European Restaurant,AU
4b058767f964a5209d9022e3,-33.875477,151.205483,Tapas Restaurant,AU
4b058767f964a520a29022e3,-33.88881,151.232402,French Restaurant,AU
4b058767f964a520a39022e3,-33.893209,151.184181,Japanese Restaurant,AU
4b058767f964a520a89022e3,-33.872458,151.210059,Bar,AU
4b058767f964a520aa9022e3,-33.876275,151.205847,Spanish Restaurant,AU
4b058767f964a520ae9022e3,-33.870192,151.197972,French Restaurant,AU
4b058767f964a520af9022e3,-33.867779,151.201674,Malaysian Restaurant,AU
4b058767f964a520b59022e3,-33.893169,151.184089,Restaurant,AU
4b058767f964a520bb9022e3,-33.909838,151.155164,Greek Restaurant,AU
4b058767f964a520bc9022e3,-33.87617,151.207606,Greek Restaurant,AU
4b058767f964a520bf9022e3,-33.922234,151.226976,Indonesian Restaurant,AU
4b058767f964a520c69022e3,-33.893914,150.937105,Asian Restaurant,AU
4b058767f964a520c89022e3,-33.881049,151.217759,Eastern European Restaurant,AU
4b058767f964a520ca9022e3,-33.913508,151.241953,Mexican Restaurant,AU
4b058767f964a520cc9022e3,-33.875088,151.215085,Mexican Restaurant,AU
4b058767f964a520ce9022e3,-33.90941,151.223316,Mexican Restaurant,AU
4b058767f964a520d19022e3,-33.888264,151.163149,Sushi Restaurant,AU
4b058767f964a520d39022e3,-33.891645,151.213765,Sushi Restaurant,AU
4b058767f964a520db9022e3,-33.883913,151.192461,Middle Eastern Restaurant,AU
4b058767f964a520dc9022e3,-33.912942,151.240543,Middle Eastern Restaurant,AU
4b058767f964a520de9022e3,-33.888085,151.213471,Asian Restaurant,AU
4b058768f964a520039122e3,-33.868563,151.219964,Chinese Restaurant,AU
4b058768f964a520059122e3,-33.877879,151.221441,Lounge,AU
4b058768f964a520e39022e3,-33.877764,151.242259,Eastern European Restaurant,AU
4b058768f964a520e89022e3,-33.730193,151.082017,Asian Restaurant,AU
4b058768f964a520ed9022e3,-33.912117,151.160253,Vietnamese Restaurant,AU
4b058768f964a520ff9022e3,-33.872347,151.21344,Vegetarian / Vegan Restaurant,AU
4b058769f964a520079122e3,-33.890379,151.213041,Vietnamese Restaurant,AU
4b058769f964a520089122e3,-33.883857,151.214244,Asian Restaurant,AU
4b058769f964a5200d9122e3,-33.858687,151.213261,Australian Restaurant,AU
4b058769f964a5200f9122e3,-33.864069,151.207134,Australian Restaurant,AU
4b058769f964a520129122e3,-33.883401,151.191498,Mexican Restaurant,AU
4b058769f964a520149122e3,-33.887436,151.215345,French Restaurant,AU
4b058769f964a520159122e3,-33.861132,151.206707,Restaurant,AU
4b058769f964a5201d9122e3,-33.866657,151.204959,Hotel,AU
4b058769f964a5201e9122e3,-33.866298,151.207236,Steakhouse,AU
4b058769f964a520209122e3,-33.86638,151.20727,Italian Restaurant,AU
4b058769f964a5202b9122e3,-33.874033,151.224515,Other Nightlife,AU
4b058769f964a5202c9122e3,-33.87752,151.20669,Chinese Restaurant,AU
4b058769f964a5202e9122e3,-33.859461,151.212677,Seafood Restaurant,AU
4b058769f964a520309122e3,-33.878923,151.215128,Japanese Restaurant,AU
4b058769f964a520319122e3,-33.866406,151.21118,Italian Restaurant,AU
4b058769f964a520329122e3,-33.876087,151.215774,Pizza Place,AU
4b058769f964a5203a9122e3,-33.857813,151.209057,French Restaurant,AU
4b058769f964a5203b9122e3,-33.876541,151.221306,Indian Restaurant,AU
4b058769f964a5203c9122e3,-33.870905,151.207597,Theater,AU
4b058769f964a5203f9122e3,-33.84515,151.215318,Theater,AU
4b058769f964a520409122e3,-33.903183,151.179685,Theater,AU
4b058769f964a520429122e3,-33.873587,151.201658,Movie Theater,AU
4b058769f964a520439122e3,-33.828018,151.229816,Movie Theater,AU
4b058769f964a520449122e3,-33.885209,151.225972,Indie Movie Theater,AU
4b058769f964a520459122e3,-33.784269,151.176595,Movie Theater,AU
4b058769f964a520469122e3,-33.875431,151.206422,Multiplex,AU
4b058769f964a520489122e3,-33.805289,150.903798,Movie Theater,AU
4b058769f964a520499122e3,-33.883288,151.194504,Multiplex,AU
4b05876af964a5204f9122e3,-33.856886,151.214422,Theater,AU
4b05876af964a520509122e3,-33.858922,151.213013,Theater,AU
4b05876af964a520519122e3,-33.854638,151.205521,Theater,AU
4b05876af964a520529122e3,-33.879443,151.206246,Theater,AU
4b05876af964a520549122e3,-33.884948,151.187556,Theater,AU
4b05876af964a520559122e3,-33.856848,151.205746,Theater,AU
4b05876af964a520569122e3,-33.889072,151.209136,Theater,AU
4b05876af964a520589122e3,-33.898822,151.174313,Concert Hall,AU
4b05876af964a5205a9122e3,-33.86879,151.208892,Theater,AU
4b05876af964a5205c9122e3,-33.894569,151.226581,Comedy Club,AU
4b05876af964a5205d9122e3,-33.86724,151.207797,Concert Hall,AU
4b05876af964a520609122e3,-33.868278,151.196176,Theater,AU
4b05876af964a520619122e3,-33.887123,151.206521,Theater,AU
4b05876af964a520639122e3,-33.867868,151.21537,Park,AU
4b05876af964a520659122e3,-33.861714,151.220817,Movie Theater,AU
4b05876af964a520669122e3,-33.868527,151.195371,Casino,AU
4b05876af964a5206d9122e3,-33.878352,151.202624,Concert Hall,AU
4b05876af964a5206e9122e3,-33.910386,151.230283,Racetrack,AU
4b05876af964a520719122e3,-33.848943,151.212319,Other Great Outdoors,AU
4b05876af964a520729122e3,-33.876677,151.201192,Convention Center,AU
4b05876af964a520739122e3,-33.889067,151.225326,Stadium,AU
4b05876af964a520749122e3,-33.847086,151.063444,Stadium,AU
4b05876af964a5207c9122e3,-34.035324,151.100024,Multiplex,AU
4b05876af964a520809122e3,-33.846981,151.045393,Multiplex,AU
4b05876af964a520819122e3,-33.875175,151.104745,Multiplex,AU
4b05876af964a520829122e3,-33.89605,151.180445,Indie Movie Theater,AU
4b05876af964a520849122e3,-33.770586,150.906787,Multiplex,AU
4b05876af964a520859122e3,-33.966035,151.105549,Multiplex,AU
4b05876bf964a5208c9122e3,-33.884936,151.157377,Indie Movie Theater,AU
4b05876bf964a520919122e3,-33.796999,151.183265,Movie Theater,AU
4b05876bf964a520929122e3,-33.834457,151.085219,Movie Theater,AU
4b05876bf964a520949122e3,-33.950961,151.081742,Movie Theater,AU
4b05876bf964a520959122e3,-33.945196,151.223447,Movie Theater,AU
4b05876bf964a520979122e3,-33.882416,151.219946,Movie Theater,AU
4b05876bf964a5209c9122e3,-33.894023,151.224261,Music Venue,AU
4b05876bf964a5209d9122e3,-33.895123,151.224318,Event Space,AU
4b05876bf964a5209e9122e3,-33.875662,151.206572,Concert Hall,AU
4b05876bf964a520a29122e3,-33.953453,151.013432,Bar,AU
4b05876bf964a520a39122e3,-33.899473,151.17787,Pub,AU
4b05876bf964a520a49122e3,-33.886494,151.201499,Rock Club,AU
4b05876bf964a520a69122e3,-33.848677,151.068921,Event Space,AU
4b05876bf964a520a89122e3,-33.882571,151.220214,Bookstore,AU
4b05876bf964a520a99122e3,-33.882314,151.220094,Bookstore,AU
4b05876bf964a520af9122e3,-33.869698,151.207032,Bookstore,AU
4b05876bf964a520b09122e3,-33.872803,151.207227,Bookstore,AU
4b05876bf964a520b29122e3,-33.859219,151.208887,Neighborhood,AU
4b05876bf964a520b49122e3,-33.871531,151.199086,Mall,AU
4b05876bf964a520b79122e3,-33.870968,151.209233,Department Store,AU
4b05876bf964a520b99122e3,-33.869418,151.207817,Mall,AU
4b05876bf964a520bb9122e3,-33.869853,151.207498,Mall,AU
4b05876bf964a520bd9122e3,-33.879893,151.20345,Mall,AU
4b05876bf964a520be9122e3,-33.859259,151.207865,Mall,AU
4b05876cf964a520009222e3,-33.861479,151.071692,Farmers Market,AU
4b05876cf964a5201c9222e3,-33.88246,151.228044,Wine Shop,AU
4b05876cf964a520ef9122e3,-33.870822,151.194596,Grocery Store,AU
4b05876cf964a520f09122e3,-33.91137,151.155218,Grocery Store,AU
4b05876cf964a520f49122e3,-33.809636,151.209115,Grocery Store,AU
4b05876cf964a520f59122e3,-33.865997,151.211432,Mall,AU
4b05876cf964a520f69122e3,-33.868393,151.209372,Mall,AU
4b05876cf964a520f79122e3,-33.869863,151.208246,Plaza,AU
4b05876cf964a520fb9122e3,-33.907292,151.223483,Accessories Store,AU
4b05876cf964a520fe9122e3,-33.887128,151.229936,Flea Market,AU
4b05876cf964a520ff9122e3,-33.83384,151.207516,Miscellaneous Shop,AU
4b05876df964a520299222e3,-33.926572,151.117524,Thrift / Vintage Store,AU
4b05876df964a5202a9222e3,-33.884528,151.230346,Shoe Store,AU
4b05876df964a5202d9222e3,-33.887651,151.230731,Clothing Store,AU
4b05876df964a520379222e3,-33.885239,151.227539,Men's Store,AU
4b05876df964a520399222e3,-33.872419,151.206906,Hobby Shop,AU
4b05876df964a520609222e3,-33.871574,151.206929,Sporting Goods Shop,AU
4b05876df964a520669222e3,-33.896199,151.180495,Bookstore,AU
4b05876df964a5206a9222e3,-33.826726,151.20097,Bookstore,AU
4b05876df964a5206e9222e3,-33.892668,151.186406,Bookstore,AU
4b05876ef964a520849222e3,-33.875679,151.207788,Toy / Game Store,AU
4b05876ef964a5208c9222e3,-33.868378,151.205284,Bike Shop,AU
4b05876ef964a5209a9222e3,-33.770765,150.91059,Miscellaneous Shop,AU
4b05876ef964a5209f9222e3,-33.855618,151.162509,Mall,AU
4b05876ef964a520a69222e3,-33.923233,151.14261,Candy Store,AU
4b05876ef964a520af9222e3,-33.894268,150.937032,Food & Drink Shop,AU
4b05876ef964a520b09222e3,-33.87095,151.209211,Gourmet Shop,AU
4b05876ef964a520b29222e3,-33.873784,151.192387,Fish Market,AU
4b05876ff964a520009322e3,-33.882732,151.184276,Caf,AU
4b05876ff964a520049322e3,-33.853581,151.173272,Pool,AU
4b05876ff964a520089322e3,-33.879813,151.187003,Neighborhood,AU
4b05876ff964a5200e9322e3,-33.875261,151.215777,Gym,AU
4b05876ff964a520da9222e3,-33.897787,151.210344,Farmers Market,AU
4b05876ff964a520de9222e3,-33.867771,151.209752,Jewelry Store,AU
4b05876ff964a520df9222e3,-33.855449,151.076775,Mall,AU
4b05876ff964a520eb9222e3,-33.876977,151.20625,Clothing Store,AU
4b05876ff964a520f29222e3,-33.869725,151.209444,Jewelry Store,AU
4b05876ff964a520f39222e3,-33.868955,151.20842,Accessories Store,AU
4b05876ff964a520f69222e3,-33.868736,151.208414,Men's Store,AU
4b05876ff964a520f99222e3,-33.869152,151.209479,Women's Store,AU
4b05876ff964a520fd9222e3,-33.881479,151.214571,Miscellaneous Shop,AU
4b058770f964a520169322e3,-33.859881,151.20654,Gym / Fitness Center,AU
4b058770f964a520199322e3,-33.874082,151.233568,Harbor / Marina,AU
4b058770f964a520249322e3,-33.88285,151.206937,Train Station,AU
4b058770f964a5202b9322e3,-33.889509,151.213168,Gym,AU
4b058770f964a520379322e3,-33.867739,151.211397,Bank,AU
4b058770f964a5204e9322e3,-33.873783,151.206518,Platform,AU
4b058770f964a5204f9322e3,-33.8614,151.210842,Train Station,AU
4b058770f964a520519322e3,-33.867975,151.211786,Train Station,AU
4b058770f964a520529322e3,-33.871146,151.211894,Train Station,AU
4b058770f964a520539322e3,-33.865908,151.205585,Train Station,AU
4b058770f964a520549322e3,-33.841129,151.207323,Train Station,AU
4b058770f964a520559322e3,-33.846503,151.069576,Train Station,AU
4b058771f964a5205e9322e3,-33.86058,151.210885,Pier,AU
4b058771f964a5206f9322e3,-33.863583,151.221603,Pool,AU
4b058771f964a520719322e3,-33.811949,151.203273,Lake,AU
4b058771f964a520729322e3,-33.868848,150.858808,Farm,AU
4b058771f964a520839322e3,-33.896281,151.220112,Golf Course,AU
4b058771f964a520849322e3,-33.801084,151.163559,Golf Course,AU
4b058772f964a5208a9322e3,-33.844614,151.062548,Concert Hall,AU
